transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_category
1404,5008,2023-01-05,532.44,Transfer,Online Shopping
1405,5008,2023-01-29,1250.1,Payment,Entertainment
1406,5008,2022-04-11,5708.53,Credit,Education
1407,5008,2023-06-15,915.91,Transfer,Entertainment
1408,5008,2023-03-31,5908.92,Credit,Grocery
1409,5008,2021-08-26,233.02,Transfer,Grocery
1410,5008,2022-07-11,1555.8,Payment,Dining
1411,5008,2022-05-24,4819.27,Credit,Utilities
1412,5243,2021-11-13,3755.27,Credit,Utilities
1413,5243,2021-02-11,1832.7,Transfer,Entertainment
1414,5243,2023-05-31,374.28,Debit,Utilities
1415,5243,2021-10-22,618.46,Debit,Grocery
1416,5243,2022-10-08,2025.88,Payment,Entertainment
1417,5243,2021-04-28,514.69,Transfer,Utilities
1418,5243,2022-04-17,688.59,Transfer,Online Shopping
1419,5243,2022-04-08,188.38,Transfer,Grocery
1420,5243,2023-02-18,3316.44,Payment,Dining
1421,5243,2022-10-16,2822.78,Payment,Fuel
1422,5243,2021-01-07,1368.19,Payment,Grocery
1423,5243,2022-06-27,285.2,Debit,Grocery
1424,5243,2022-12-02,324.38,Debit,Dining
1425,5243,2023-02-02,3669.53,Payment,Dining
1426,5243,2022-04-24,102.07,Debit,Fuel
1427,5243,2021-07-11,352.21,Transfer,Grocery
1428,5243,2022-11-08,2304.3,Payment,Utilities
1429,5243,2023-02-04,9780.59,Credit,Online Shopping
1430,5243,2023-04-19,3519.52,Credit,Entertainment
1431,5243,2022-12-23,504.53,Transfer,Grocery
1432,5243,2022-01-22,269.69,Transfer,Online Shopping
1433,5243,2021-04-17,1164.9,Transfer,Utilities
1434,5243,2021-01-30,108.91,Debit,Education
1435,5243,2023-03-18,875.82,Debit,Healthcare
1436,5243,2022-10-26,255.85,Debit,Healthcare
1437,5243,2022-03-18,113.56,Debit,Fuel
1438,5243,2021-07-12,186.04,Debit,Grocery
1439,5243,2022-03-18,4421.04,Credit,Grocery
1440,5243,2023-02-09,9641.53,Credit,Utilities
1441,5243,2022-09-07,55.65,Debit,Healthcare
1442,5243,2023-04-01,2697.76,Payment,Entertainment
1443,5243,2021-09-22,394.99,Debit,Entertainment
1444,5243,2022-11-03,103.5,Transfer,Entertainment
1445,5243,2023-03-23,2599.77,Payment,Online Shopping
1446,5243,2022-08-18,277.93,Transfer,Entertainment
1447,5243,2022-02-04,2104.8,Payment,Dining
1448,5243,2022-02-27,2789.24,Debit,Dining
1449,5243,2023-02-28,3719.12,Payment,Utilities
1450,5243,2023-01-28,3856.27,Payment,Dining
1451,5274,2021-06-23,190.95,Transfer,Online Shopping
1452,5274,2021-05-04,558.43,Debit,Fuel
1453,5274,2022-07-18,207.36,Debit,Entertainment
1454,5274,2023-04-18,3967.64,Payment,Utilities
1455,5274,2023-04-08,368.73,Debit,Online Shopping
1456,5274,2022-04-06,172.42,Transfer,Grocery
1457,5274,2021-01-30,860.89,Debit,Grocery
1458,5274,2021-10-24,20536.94,Credit,Grocery
1459,5274,2022-09-22,3546.18,Payment,Online Shopping
1460,5274,2021-02-13,3438.65,Payment,Online Shopping
1461,5274,2023-05-28,168.0,Debit,Fuel
1462,5274,2023-06-04,2266.28,Debit,Online Shopping
1463,5274,2022-08-06,1943.96,Payment,Online Shopping
1464,5274,2021-08-18,940.18,Payment,Grocery
1465,5274,2022-10-04,1463.78,Debit,Fuel
1466,5274,2022-02-10,7923.57,Credit,Grocery
1467,5274,2022-12-09,134.48,Debit,Education
1468,5274,2022-05-29,3040.56,Debit,Healthcare
1469,5274,2022-02-21,23461.31,Credit,Utilities
1470,5274,2023-04-30,746.91,Debit,Online Shopping
1471,5274,2022-03-23,1267.34,Payment,Education
1472,5274,2021-12-01,7961.2,Credit,Grocery
1473,5477,2022-03-15,5663.42,Credit,Utilities
1474,5477,2022-03-24,1728.42,Payment,Utilities
1475,5477,2021-12-05,4426.9,Credit,Entertainment
1476,5477,2022-08-21,380.69,Debit,Online Shopping
1477,5477,2023-02-03,10070.68,Credit,Online Shopping
1478,5477,2022-08-26,3428.65,Payment,Fuel
1479,5477,2021-07-20,24455.41,Credit,Utilities
1480,5477,2022-03-14,396.94,Debit,Dining
1481,5477,2022-02-19,2768.51,Payment,Utilities
1482,5477,2021-01-24,18404.23,Credit,Online Shopping
1483,5477,2022-10-14,224.43,Debit,Grocery
1484,5477,2021-09-23,2682.44,Payment,Utilities
1485,5477,2021-12-16,273.84,Debit,Grocery
1486,5477,2022-09-05,50.39,Debit,Healthcare
1487,5477,2022-03-18,289.66,Debit,Utilities
1488,5477,2021-12-10,361.22,Transfer,Dining
1489,5477,2022-06-12,196.98,Transfer,Dining
1490,5477,2022-06-06,1197.19,Debit,Utilities
1491,5724,2023-01-27,460.42,Debit,Utilities
1492,5724,2023-05-28,7968.87,Credit,Healthcare
1493,5724,2021-06-26,854.6,Debit,Online Shopping
1494,5724,2021-10-28,2376.77,Payment,Education
1495,5724,2023-02-05,1759.43,Debit,Entertainment
1496,5724,2021-05-20,480.28,Transfer,Dining
1497,5724,2022-11-24,2534.58,Payment,Grocery
1498,5724,2021-10-09,47.75,Debit,Grocery
1499,5724,2023-01-10,2385.57,Payment,Grocery
1500,5724,2022-04-09,2245.86,Payment,Grocery
1501,5724,2022-08-03,7913.21,Credit,Education
1502,5724,2021-05-31,152.07,Transfer,Fuel
1503,5724,2022-12-03,403.87,Transfer,Utilities
1504,5724,2021-09-03,1497.59,Transfer,Education
1505,5724,2022-07-02,475.95,Transfer,Education
1506,5724,2021-05-26,405.49,Debit,Fuel
1507,5724,2022-02-17,209.63,Debit,Fuel
1508,5724,2021-05-03,1761.63,Payment,Fuel
1509,5724,2022-01-15,6385.03,Credit,Grocery
1510,5724,2021-05-09,20260.46,Credit,Utilities
1511,5724,2023-01-24,2135.22,Payment,Fuel
1512,5724,2022-12-06,299.09,Debit,Online Shopping
1513,5724,2023-04-26,7084.23,Payment,Grocery
1514,5724,2021-05-23,3663.8,Payment,Dining
1515,5724,2023-03-22,381.98,Debit,Fuel
1516,5724,2021-06-25,2912.62,Payment,Healthcare
1517,5724,2023-01-08,99.1,Debit,Education
1518,5724,2021-04-27,1327.46,Credit,Online Shopping
1519,5682,2022-03-16,8400.29,Credit,Grocery
1520,5682,2022-12-03,3158.65,Payment,Entertainment
1521,5682,2021-10-28,658.69,Debit,Fuel
1522,5682,2022-02-19,16008.09,Credit,Fuel
1523,5682,2022-10-26,1007.28,Debit,Online Shopping
1524,5682,2023-05-30,1343.23,Payment,Grocery
1525,5682,2022-03-14,113.6,Debit,Utilities
1526,5682,2022-12-13,631.9,Debit,Education
1527,5682,2021-01-23,828.32,Debit,Entertainment
1528,5682,2023-06-04,2227.04,Debit,Online Shopping
1529,5682,2023-04-09,897.63,Debit,Online Shopping
1530,5682,2021-10-06,1742.65,Debit,Online Shopping
1531,5682,2021-03-07,3901.83,Payment,Grocery
1532,5682,2022-10-22,131.49,Transfer,Online Shopping
1533,5682,2023-03-06,222.99,Debit,Online Shopping
1534,5682,2023-02-22,826.84,Debit,Healthcare
1535,5682,2021-07-03,1607.36,Payment,Entertainment
1536,5682,2023-05-21,2632.33,Debit,Online Shopping
1537,5682,2022-12-13,257.3,Debit,Fuel
1538,5682,2023-01-19,563.04,Transfer,Utilities
1539,5682,2021-07-28,890.31,Payment,Dining
1540,5682,2021-08-13,2475.03,Payment,Utilities
1541,5682,2021-07-08,2157.81,Payment,Healthcare
1542,5682,2023-05-30,2830.66,Credit,Utilities
1543,5682,2022-04-07,339.94,Transfer,Online Shopping
1544,5682,2022-08-15,554.0,Debit,Fuel
1545,5682,2021-06-21,5810.71,Payment,Utilities
1546,5682,2021-03-15,659.61,Transfer,Grocery
1547,5682,2022-11-05,3692.1,Credit,Dining
1548,5682,2021-11-23,28196.04,Credit,Healthcare
1549,5682,2021-04-18,622.39,Debit,Fuel
1550,5682,2023-06-22,162.93,Transfer,Online Shopping
1551,5682,2021-09-24,28801.47,Credit,Fuel
1552,5682,2023-03-10,3524.4,Payment,Grocery
1553,5682,2022-12-05,348.56,Debit,Online Shopping
1554,5682,2021-03-03,412.25,Debit,Grocery
1555,5682,2022-05-12,1246.69,Debit,Healthcare
1556,5682,2021-05-01,676.79,Transfer,Education
1557,5682,2022-05-07,1080.79,Debit,Utilities
1558,5682,2022-04-22,859.1,Debit,Healthcare
1559,5682,2022-12-05,107.23,Debit,Dining
1560,5682,2023-02-25,1741.73,Payment,Online Shopping
1561,5682,2021-01-09,361.81,Debit,Healthcare
1562,5682,2021-10-04,1023.13,Debit,Healthcare
1563,5380,2022-04-11,190.37,Transfer,Fuel
1564,5380,2022-08-19,1554.28,Payment,Utilities
1565,5380,2021-05-01,481.06,Debit,Grocery
1566,5380,2023-05-21,1989.73,Payment,Dining
1567,5380,2022-10-24,1441.71,Payment,Dining
1568,5380,2021-04-02,1575.28,Debit,Healthcare
1569,5380,2022-06-15,860.61,Debit,Utilities
1570,5380,2021-05-27,379.68,Transfer,Entertainment
1571,5380,2023-06-15,1324.54,Debit,Healthcare
1572,5380,2022-02-13,86.93,Debit,Utilities
1573,5380,2022-05-31,471.14,Debit,Grocery
1574,5380,2021-08-29,827.29,Transfer,Online Shopping
1575,5380,2022-04-06,120.86,Debit,Healthcare
1576,5380,2023-01-09,562.59,Debit,Utilities
1577,5380,2022-02-19,4570.04,Payment,Grocery
1578,5380,2022-08-15,1462.2,Debit,Grocery
1579,5380,2022-09-20,1625.75,Payment,Grocery
1580,5380,2022-07-10,2684.08,Payment,Entertainment
1581,5380,2021-10-17,2359.94,Credit,Dining
1582,5380,2023-02-05,11473.56,Credit,Online Shopping
1583,5380,2021-08-19,328.56,Transfer,Utilities
1584,5237,2022-11-20,1708.38,Transfer,Education
1585,5237,2022-04-20,4706.01,Credit,Online Shopping
1586,5237,2022-03-15,99.15,Debit,Online Shopping
1587,5237,2021-09-09,1249.62,Debit,Grocery
1588,5237,2021-03-30,47.68,Debit,Dining
1589,5237,2021-01-08,6987.4,Credit,Online Shopping
1590,5237,2022-06-05,1377.51,Payment,Healthcare
1591,5237,2022-05-27,2123.31,Debit,Online Shopping
1592,5237,2022-03-15,695.67,Debit,Utilities
1593,5237,2022-05-23,355.76,Debit,Entertainment
1594,5237,2023-05-06,65.6,Transfer,Online Shopping
1595,5237,2022-05-13,968.76,Debit,Grocery
1596,5237,2022-02-24,270.11,Debit,Grocery
1597,5237,2021-11-21,3264.51,Payment,Online Shopping
1598,5237,2022-08-24,170.16,Transfer,Utilities
1599,5237,2022-03-23,3347.5,Credit,Dining
1600,5237,2021-05-04,419.59,Debit,Fuel
1601,5237,2023-04-19,897.86,Debit,Education
1602,5237,2021-12-20,13125.92,Credit,Entertainment
1603,5237,2022-01-06,4806.16,Payment,Grocery
1604,5237,2022-01-02,3515.96,Payment,Grocery
1605,5237,2022-06-19,1739.77,Payment,Fuel
1606,5237,2021-07-23,199.68,Debit,Grocery
1607,5237,2023-06-25,1097.63,Transfer,Grocery
1608,5237,2021-06-23,4142.67,Payment,Utilities
1609,5237,2023-01-17,250.31,Transfer,Entertainment
1610,5237,2022-04-22,3990.15,Credit,Online Shopping
1611,5237,2022-02-10,732.54,Debit,Grocery
1612,5237,2022-01-13,96.18,Debit,Grocery
1613,5237,2022-12-18,624.94,Transfer,Online Shopping
1614,5237,2023-03-29,194.54,Debit,Utilities
1615,5237,2022-01-22,9482.96,Credit,Entertainment
1616,5237,2021-09-13,265.91,Debit,Grocery
1617,5237,2021-12-04,5018.22,Credit,Online Shopping
1618,5237,2021-04-08,2263.93,Payment,Utilities
1619,5237,2021-05-23,1484.01,Debit,Entertainment
1620,5237,2021-01-15,85.96,Debit,Entertainment
1621,5237,2021-11-20,15810.87,Credit,Utilities
1622,5438,2021-03-21,143.21,Transfer,Utilities
1623,5438,2022-04-16,6628.32,Credit,Online Shopping
1624,5438,2021-02-26,1696.53,Payment,Grocery
1625,5438,2023-05-05,4878.83,Payment,Dining
1626,5438,2021-04-26,601.5,Debit,Online Shopping
1627,5438,2022-02-01,5301.99,Payment,Utilities
1628,5438,2022-09-29,932.26,Debit,Fuel
1629,5438,2021-09-17,2422.73,Transfer,Utilities
1630,5438,2022-12-07,1093.46,Transfer,Grocery
1631,5438,2021-11-27,296.39,Debit,Utilities
1632,5438,2022-12-14,5299.8,Credit,Entertainment
1633,5438,2023-04-22,212.91,Transfer,Entertainment
1634,5438,2022-06-13,790.38,Debit,Fuel
1635,5438,2021-06-25,332.59,Debit,Dining
1636,5438,2021-12-06,1114.76,Transfer,Dining
1637,5438,2021-08-19,2398.71,Debit,Utilities
1638,5438,2022-04-05,5511.45,Credit,Grocery
1639,5438,2023-04-01,994.34,Debit,Grocery
1640,5438,2022-07-01,1254.72,Debit,Education
1641,5438,2021-04-20,379.15,Debit,Utilities
1642,5438,2022-12-14,288.06,Debit,Healthcare
1643,5438,2022-08-10,5138.58,Payment,Dining
1644,5438,2022-09-25,922.94,Debit,Utilities
1645,5438,2021-06-22,1316.72,Payment,Online Shopping
1646,5438,2022-09-26,3349.58,Payment,Dining
1647,5438,2022-07-18,224.44,Debit,Online Shopping
1648,5438,2022-01-05,1687.31,Payment,Online Shopping
1649,5438,2022-06-18,2136.01,Payment,Utilities
1650,5438,2021-12-08,100.24,Transfer,Fuel
1651,5438,2022-10-27,3558.01,Payment,Online Shopping
1652,5438,2021-11-25,158.94,Debit,Utilities
1653,5438,2022-01-07,4206.86,Payment,Online Shopping
1654,5438,2021-05-05,6153.19,Credit,Education
1655,5438,2021-07-10,8990.36,Credit,Utilities
1656,5438,2022-02-17,247.03,Transfer,Fuel
1657,5438,2023-04-04,353.53,Debit,Utilities
1658,5442,2023-02-28,729.53,Debit,Utilities
1659,5442,2021-10-19,715.65,Transfer,Utilities
1660,5442,2021-08-31,147.5,Transfer,Utilities
1661,5442,2022-10-14,5986.33,Credit,Grocery
1662,5442,2023-02-01,19216.99,Credit,Dining
1663,5442,2021-03-18,323.41,Debit,Education
1664,5442,2022-04-17,2180.72,Payment,Online Shopping
1665,5442,2023-01-05,138.09,Transfer,Online Shopping
1666,5442,2022-09-23,232.22,Debit,Grocery
1667,5442,2022-07-19,766.23,Debit,Grocery
1668,5442,2023-05-01,1857.45,Payment,Fuel
1669,5442,2021-01-31,820.45,Debit,Grocery
1670,5442,2022-03-27,110.99,Debit,Healthcare
1671,5442,2021-06-25,1312.59,Debit,Utilities
1672,5442,2023-03-01,145.01,Debit,Dining
1673,5442,2021-02-25,429.04,Debit,Online Shopping
1674,5442,2022-01-29,916.15,Transfer,Grocery
1675,5442,2022-08-18,4745.56,Credit,Utilities
1676,5442,2023-04-09,2039.14,Debit,Grocery
1677,5442,2022-04-16,3313.8,Payment,Online Shopping
1678,5442,2022-12-14,3764.17,Payment,Utilities
1679,5442,2022-08-07,968.84,Debit,Dining
1680,5442,2022-10-12,202.51,Transfer,Grocery
1681,5442,2022-12-06,9660.42,Credit,Education
1682,5442,2021-11-24,265.74,Transfer,Utilities
1683,5442,2022-07-27,2258.36,Credit,Education
1684,5442,2022-08-04,633.27,Transfer,Entertainment
1685,5442,2021-01-15,5227.17,Payment,Utilities
1686,5442,2021-06-12,57.57,Debit,Grocery
1687,5442,2023-03-12,199.42,Debit,Entertainment
1688,5442,2021-04-09,2381.04,Payment,Grocery
1689,5442,2021-03-21,4189.73,Credit,Online Shopping
1690,5442,2023-01-30,1175.47,Debit,Online Shopping
1691,5442,2021-01-30,2717.36,Payment,Grocery
1692,5442,2021-09-04,1811.43,Credit,Grocery
1693,5442,2023-05-20,1202.47,Debit,Online Shopping
1694,5442,2022-12-30,1462.73,Debit,Entertainment
1695,5442,2021-03-31,13111.79,Credit,Fuel
1696,5442,2022-09-21,556.42,Debit,Utilities
1697,5442,2022-10-11,737.43,Transfer,Utilities
1698,5442,2021-01-17,103.82,Debit,Dining
1699,5442,2021-06-13,5514.04,Credit,Education
1700,5700,2021-03-20,929.55,Debit,Healthcare
1701,5700,2022-02-16,452.57,Debit,Utilities
1702,5700,2022-09-02,1455.15,Payment,Entertainment
1703,5700,2021-12-16,2725.6,Payment,Healthcare
1704,5700,2023-03-13,400.2,Debit,Grocery
1705,5700,2021-10-07,238.31,Debit,Dining
1706,5700,2022-08-02,354.5,Transfer,Dining
1707,5700,2021-12-29,5536.38,Credit,Utilities
1708,5700,2022-04-23,1592.81,Transfer,Online Shopping
1709,5700,2021-02-16,197.34,Debit,Grocery
1710,5700,2021-04-16,2865.01,Payment,Education
1711,5700,2021-01-29,2658.18,Payment,Online Shopping
1712,5700,2022-12-04,342.06,Debit,Dining
1713,5700,2021-07-25,696.62,Transfer,Grocery
1714,5700,2021-06-01,1193.04,Debit,Dining
1715,5700,2021-09-17,8441.17,Payment,Healthcare
1716,5700,2022-08-18,929.32,Debit,Online Shopping
1717,5700,2021-05-04,3080.11,Payment,Entertainment
1718,5582,2023-01-12,221.16,Debit,Utilities
1719,5582,2021-05-31,596.63,Debit,Fuel
1720,5582,2022-08-05,1720.27,Payment,Entertainment
1721,5582,2022-04-15,4204.91,Payment,Dining
1722,5582,2023-05-08,7747.77,Transfer,Entertainment
1723,5582,2021-03-20,180.27,Transfer,Fuel
1724,5582,2022-01-28,2134.99,Debit,Grocery
1725,5582,2021-11-14,9776.17,Credit,Online Shopping
1726,5582,2021-12-04,236.65,Transfer,Online Shopping
1727,5582,2023-05-31,819.13,Transfer,Grocery
1728,5582,2021-05-10,1790.31,Credit,Grocery
1729,5582,2022-04-23,1211.99,Transfer,Grocery
1730,5582,2023-05-06,6474.1,Payment,Education
1731,5582,2023-05-30,432.77,Debit,Online Shopping
1732,5582,2021-05-18,65.49,Transfer,Grocery
1733,5582,2021-08-03,568.13,Debit,Education
1734,5582,2021-10-19,171.85,Debit,Education
1735,5582,2021-07-25,696.41,Debit,Utilities
1736,5582,2022-01-08,2385.69,Debit,Utilities
1737,5582,2021-07-18,72.95,Transfer,Fuel
1738,5582,2021-10-12,375.57,Transfer,Grocery
1739,5582,2021-01-11,13162.68,Credit,Grocery
1740,5582,2022-02-11,206.68,Debit,Utilities
1741,5582,2022-10-26,7946.54,Credit,Healthcare
1742,5582,2023-02-10,383.31,Transfer,Online Shopping
1743,5582,2022-02-04,483.93,Debit,Online Shopping
1744,5582,2022-03-17,1110.46,Debit,Education
1745,5582,2022-10-21,4629.79,Credit,Online Shopping
1746,5582,2022-01-10,351.78,Debit,Utilities
1747,5582,2021-07-25,3899.1,Credit,Grocery
1748,5582,2023-01-30,109.15,Debit,Grocery
1749,5582,2022-12-12,4790.7,Payment,Online Shopping
1750,5135,2023-04-25,190.59,Debit,Healthcare
1751,5135,2022-06-11,631.63,Debit,Utilities
1752,5135,2023-06-13,165.16,Debit,Online Shopping
1753,5135,2022-01-05,266.08,Debit,Entertainment
1754,5135,2022-05-06,187.63,Debit,Utilities
1755,5135,2022-02-01,258.95,Transfer,Fuel
1756,5135,2022-09-25,2022.07,Credit,Grocery
1757,5135,2022-12-13,425.52,Debit,Education
1758,5135,2022-10-15,460.49,Transfer,Grocery
1759,5135,2022-04-01,4655.62,Payment,Dining
1760,5135,2022-08-16,1845.31,Payment,Grocery
1761,5135,2022-11-05,975.77,Debit,Online Shopping
1762,5135,2021-08-17,2234.06,Transfer,Education
1763,5135,2021-05-29,3047.96,Payment,Online Shopping
1764,5135,2021-10-22,472.86,Debit,Fuel
1765,5135,2021-11-01,452.21,Transfer,Grocery
1766,5135,2022-03-14,508.47,Debit,Utilities
1767,5135,2022-10-10,9784.63,Payment,Online Shopping
1768,5135,2022-06-20,9567.45,Credit,Online Shopping
1769,5135,2023-01-07,3154.36,Payment,Utilities
1770,5135,2022-06-22,2253.53,Debit,Utilities
1771,5135,2022-04-24,267.41,Debit,Education
1772,5135,2022-03-01,309.45,Transfer,Grocery
1773,5135,2021-06-16,334.3,Debit,Online Shopping
1774,5135,2021-01-17,2203.02,Credit,Entertainment
1775,5135,2022-01-11,982.51,Debit,Grocery
1776,5135,2021-11-06,2253.86,Payment,Online Shopping
1777,5135,2022-02-27,1911.04,Payment,Education
1778,5135,2022-04-21,298.74,Debit,Education
1779,5135,2022-01-12,7758.45,Credit,Entertainment
1780,5135,2022-01-08,284.62,Debit,Education
1781,5135,2022-01-03,2700.84,Payment,Utilities
1782,5135,2023-06-22,1482.6,Transfer,Grocery
1783,5135,2021-01-06,3449.59,Payment,Entertainment
1784,5135,2021-07-26,2354.09,Payment,Utilities
1785,5135,2021-04-23,8799.8,Credit,Online Shopping
1786,5135,2022-11-22,809.94,Debit,Online Shopping
1787,5135,2023-01-19,637.9,Debit,Grocery
1788,5135,2022-01-02,74.96,Debit,Entertainment
1789,5135,2022-08-03,508.82,Debit,Online Shopping
1790,5135,2021-10-23,463.53,Debit,Fuel
1791,5135,2021-05-09,2714.21,Debit,Utilities
1792,5135,2021-02-17,586.13,Debit,Fuel
1793,5135,2021-08-06,5267.04,Payment,Grocery
1794,5135,2022-08-09,2615.34,Credit,Grocery
1795,5214,2022-12-01,2498.82,Payment,Online Shopping
1796,5214,2022-07-19,78.22,Debit,Dining
1797,5214,2021-06-30,10701.24,Credit,Utilities
1798,5214,2021-06-02,2127.18,Payment,Online Shopping
1799,5214,2022-05-31,104.39,Debit,Grocery
1800,5214,2021-12-18,833.65,Debit,Fuel
1801,5214,2022-12-25,2484.05,Payment,Online Shopping
1802,5214,2022-03-11,277.86,Debit,Online Shopping
1803,5214,2021-10-12,512.97,Debit,Entertainment
1804,5214,2023-04-23,2351.86,Payment,Grocery
1805,5214,2021-03-21,519.62,Debit,Education
1806,5214,2021-05-11,1461.54,Transfer,Dining
1807,5214,2023-05-01,709.79,Transfer,Utilities
1808,5214,2022-07-26,469.61,Debit,Utilities
1809,5214,2023-03-12,949.02,Debit,Utilities
1810,5214,2021-02-21,1394.13,Transfer,Online Shopping
1811,5083,2023-06-03,1228.53,Debit,Education
1812,5083,2021-03-10,3220.41,Credit,Healthcare
1813,5083,2023-03-25,1180.83,Debit,Online Shopping
1814,5083,2021-07-12,349.92,Debit,Dining
1815,5083,2023-05-02,3018.21,Credit,Dining
1816,5083,2022-11-19,784.6,Transfer,Grocery
1817,5083,2022-04-03,1774.63,Payment,Grocery
1818,5083,2021-10-07,364.37,Debit,Utilities
1819,5083,2021-05-09,944.94,Debit,Fuel
1820,5083,2021-03-28,5036.22,Payment,Entertainment
1821,5083,2022-07-15,435.06,Debit,Grocery
1822,5083,2023-04-02,2840.85,Debit,Utilities
1823,5083,2022-11-07,5567.5,Credit,Grocery
1824,5083,2021-01-06,275.19,Transfer,Dining
1825,5083,2023-05-21,97.38,Debit,Fuel
1826,5083,2023-04-07,882.02,Debit,Grocery
1827,5083,2022-12-26,1258.52,Debit,Fuel
1828,5083,2023-02-08,836.28,Debit,Grocery
1829,5083,2022-04-10,1368.78,Payment,Fuel
1830,5083,2021-01-13,2316.86,Payment,Grocery
1831,5083,2022-11-29,479.2,Debit,Fuel
1832,5083,2022-09-18,3794.98,Payment,Online Shopping
1833,5083,2022-05-28,95.44,Debit,Dining
1834,5083,2023-03-30,704.8,Debit,Online Shopping
1835,5083,2021-02-01,1211.47,Payment,Education
1836,5083,2021-11-24,2866.81,Debit,Utilities
1837,5083,2021-04-27,1950.73,Payment,Grocery
1838,5083,2021-07-25,1185.85,Debit,Dining
1839,5083,2022-10-24,601.04,Debit,Online Shopping
1840,5083,2022-10-11,779.51,Debit,Dining
1841,5083,2021-11-23,327.53,Debit,Fuel
1842,5083,2021-01-16,149.73,Debit,Entertainment
1843,5083,2023-05-25,2885.73,Credit,Fuel
1844,5083,2021-04-17,394.26,Debit,Utilities
1845,5083,2023-01-17,4271.96,Payment,Dining
1846,5083,2022-05-04,179.7,Debit,Education
1847,5083,2022-10-01,555.9,Transfer,Grocery
1848,5083,2021-09-30,601.27,Debit,Grocery
1849,5083,2021-02-16,119.9,Transfer,Grocery
1850,5083,2021-10-25,2385.06,Credit,Grocery
1851,5083,2022-02-16,3797.76,Payment,Healthcare
1852,5083,2023-02-19,1295.89,Debit,Grocery
1853,5083,2022-09-15,1952.05,Payment,Grocery
1854,5083,2021-04-01,164.47,Debit,Online Shopping
1855,5083,2023-05-06,3373.93,Payment,Education
1856,5083,2021-07-27,3183.43,Credit,Grocery
1857,5094,2023-02-15,1140.8,Debit,Online Shopping
1858,5094,2022-10-15,780.53,Debit,Education
1859,5094,2022-02-09,1681.45,Payment,Healthcare
1860,5094,2021-03-23,294.81,Debit,Dining
1861,5094,2021-06-10,4008.31,Debit,Utilities
1862,5094,2022-09-08,169.86,Debit,Dining
1863,5094,2022-10-02,5199.3,Transfer,Grocery
1864,5094,2021-07-26,1945.53,Payment,Grocery
1865,5094,2021-05-17,391.25,Debit,Grocery
1866,5094,2022-08-14,340.71,Debit,Grocery
1867,5094,2021-07-31,443.93,Debit,Entertainment
1868,5094,2022-08-11,6160.1,Payment,Grocery
1869,5094,2021-04-01,398.16,Debit,Utilities
1870,5094,2021-06-07,351.73,Transfer,Fuel
1871,5094,2023-04-01,18566.42,Credit,Dining
1872,5094,2023-01-12,295.17,Debit,Grocery
1873,5094,2022-09-25,331.53,Debit,Education
1874,5094,2021-01-12,248.99,Debit,Utilities
1875,5094,2022-08-19,534.82,Transfer,Dining
1876,5094,2021-09-11,5795.18,Credit,Fuel
1877,5094,2023-02-20,71.53,Transfer,Utilities
1878,5094,2022-01-15,29197.65,Credit,Online Shopping
1879,5094,2022-04-11,119.0,Transfer,Grocery
1880,5094,2022-04-14,114.03,Transfer,Utilities
1881,5094,2022-06-04,222.66,Debit,Dining
1882,5094,2022-08-20,3897.03,Payment,Online Shopping
1883,5094,2023-04-22,4054.14,Credit,Utilities
1884,5094,2023-03-10,166.16,Debit,Grocery
1885,5094,2022-05-07,2618.93,Payment,Grocery
1886,5094,2023-01-26,65.72,Debit,Online Shopping
1887,5094,2021-12-16,378.82,Debit,Fuel
1888,5094,2021-02-11,9755.86,Credit,Online Shopping
1889,5094,2023-04-10,4292.26,Payment,Dining
1890,5094,2022-06-27,1640.68,Payment,Utilities
1891,5094,2021-10-17,51737.32,Credit,Dining
1892,5217,2021-11-10,3135.07,Debit,Healthcare
1893,5217,2022-06-19,6167.88,Payment,Entertainment
1894,5217,2023-06-03,3204.54,Payment,Dining
1895,5217,2022-03-20,200.13,Debit,Grocery
1896,5217,2021-04-29,124.15,Debit,Grocery
1897,5217,2022-04-22,21645.72,Credit,Entertainment
1898,5217,2023-03-15,3116.13,Credit,Education
1899,5217,2022-08-11,9746.97,Credit,Online Shopping
1900,5217,2021-09-19,4737.91,Payment,Dining
1901,5217,2022-11-01,4118.8,Payment,Dining
1902,5217,2023-02-06,77.95,Debit,Grocery
1903,5217,2021-05-25,586.93,Debit,Grocery
1904,5217,2021-05-18,600.43,Transfer,Utilities
1905,5217,2021-09-09,163.73,Debit,Fuel
1906,5217,2021-09-10,20349.75,Credit,Healthcare
1907,5217,2022-11-16,1110.64,Debit,Education
1908,5217,2021-10-05,121.9,Debit,Dining
1909,5217,2022-12-18,1433.78,Debit,Grocery
1910,5217,2021-04-02,201.45,Transfer,Healthcare
1911,5217,2021-06-13,5156.37,Payment,Grocery
1912,5217,2022-02-09,756.29,Debit,Healthcare
1913,5217,2021-01-19,3125.37,Debit,Online Shopping
1914,5217,2022-05-02,45.58,Debit,Entertainment
1915,5217,2021-01-18,2018.08,Credit,Online Shopping
1916,5217,2022-05-18,557.49,Debit,Online Shopping
1917,5217,2022-08-17,2113.01,Payment,Online Shopping
1918,5217,2022-11-25,880.08,Transfer,Utilities
1919,5217,2023-03-24,502.21,Debit,Online Shopping
1920,5217,2023-02-07,269.39,Debit,Online Shopping
1921,5217,2022-08-23,10424.63,Credit,Fuel
