app_id,snapshot_month,outstanding_balance,dpd,payment_amount,default_flag
10296,2022-06-30,72047.54,5,1471.54,0
10296,2022-07-31,71227.86,0,1378.05,0
10296,2022-08-31,70369.61,0,1410.26,0
10296,2022-09-30,69490.14,0,1424.84,0
10296,2022-10-31,68609.58,0,1419.11,0
10296,2022-11-30,67720.87,0,1420.43,0
10296,2022-12-31,66823.6,45,1422.11,0
10296,2023-01-31,65841.58,15,1499.9,0
10296,2023-02-28,64965.73,0,1386.12,0
10296,2023-03-31,64000.8,0,1468.42,0
10296,2023-04-30,63059.39,30,1437.41,0
10296,2023-05-31,62130.45,0,1417.65,0
10296,2023-06-30,61162.88,0,1449.09,0
10296,2023-07-31,60156.34,0,1480.55,0
10296,2023-08-31,59197.32,0,1425.23,0
10296,2023-09-30,58173.93,15,1482.17,0
10296,2023-10-31,57252.87,0,1371.91,0
10296,2023-11-30,56244.69,0,1451.89,0
10297,2022-02-28,57351.74,15,5628.01,0
10297,2022-03-31,52431.29,0,5732.93,0
10297,2022-04-30,47493.0,0,5681.07,0
10297,2022-05-31,42540.62,0,5625.2,0
10297,2022-06-30,37559.89,0,5583.39,0
10297,2022-07-31,32332.13,0,5759.85,0
10297,2022-08-31,27094.49,5,5695.68,0
10297,2022-09-30,21886.41,5,5591.92,0
10297,2022-10-31,16671.92,10,5524.55,0
10297,2022-11-30,11059.36,0,5848.74,0
10297,2022-12-31,5352.93,0,5863.11,0
10297,2023-01-31,0.0,0,5529.57,0
10298,2022-11-30,35724.64,0,639.21,0
10298,2022-12-31,35605.73,0,681.57,0
10298,2023-01-31,35492.19,0,674.33,0
10298,2023-02-28,35422.79,5,628.41,0
10298,2023-03-31,35302.52,5,678.17,0
10298,2023-04-30,35232.6,15,625.94,0
10298,2023-05-31,35147.37,45,640.14,0
10298,2023-06-30,35017.11,0,683.83,0
10298,2023-07-31,34888.38,0,680.25,0
10298,2023-08-31,34763.08,5,674.8,0
10298,2023-09-30,34657.04,5,653.55,0
10298,2023-10-31,34558.28,0,644.61,0
10298,2023-11-30,34421.19,0,681.38,0
10300,2022-03-31,195418.14,10,3548.59,0
10300,2022-04-30,193160.46,10,3609.33,0
10300,2022-05-31,190735.61,15,3760.87,0
10300,2022-06-30,188286.04,0,3768.83,0
10300,2022-07-31,185907.97,10,3680.38,0
10300,2022-08-31,183486.92,15,3706.91,0
10300,2022-09-30,181300.27,10,3455.77,0
10300,2022-10-31,178893.7,0,3660.56,0
10300,2022-11-30,176439.92,0,3691.13,0
10300,2022-12-31,174211.38,0,3448.92,0
10300,2023-01-31,171669.1,0,3747.24,0
10300,2023-02-28,169078.66,0,3777.82,0
10300,2023-03-31,166720.39,0,3527.73,0
10300,2023-04-30,164125.6,10,3747.94,0
10300,2023-05-31,161578.17,45,3682.63,0
10300,2023-06-30,159043.85,15,3651.9,0
10300,2023-07-31,156396.94,45,3746.97,0
10300,2023-08-31,153933.68,15,3545.0,0
10300,2023-09-30,151270.36,0,3728.03,0
10300,2023-10-31,148761.18,45,3555.47,0
10300,2023-11-30,146063.31,10,3726.8,0
10301,2021-04-30,60305.63,5,1071.97,0
10301,2021-05-31,59777.07,45,1101.46,0
10301,2021-06-30,59260.0,0,1084.96,0
10301,2021-07-31,58752.83,0,1070.14,0
10301,2021-08-31,58239.75,15,1071.23,0
10301,2021-09-30,57647.14,15,1145.89,0
10301,2021-10-31,57037.6,0,1157.18,0
10301,2021-11-30,56417.18,10,1162.28,0
10301,2021-12-31,55799.02,15,1154.12,0
10301,2022-01-31,55177.63,0,1151.48,0
10301,2022-02-28,54635.21,0,1066.61,0
10301,2022-03-31,54007.24,0,1147.01,0
10301,2022-04-30,53374.06,5,1146.24,0
10301,2022-05-31,52807.55,0,1073.57,0
10301,2022-06-30,52176.49,30,1132.73,0
10301,2022-07-31,51562.8,45,1109.37,0
10301,2022-08-31,50893.39,45,1159.25,0
10301,2022-09-30,50240.43,0,1136.45,0
10301,2022-10-31,49552.77,5,1164.94,0
10301,2022-11-30,48952.9,30,1070.63,0
10301,2022-12-31,48354.49,30,1063.46,0
10301,2023-01-31,47646.41,45,1167.45,0
10301,2023-02-28,47031.18,0,1067.87,0
10301,2023-03-31,46375.99,10,1101.98,0
10301,2023-04-30,45685.19,0,1131.38,0
10301,2023-05-31,44962.16,15,1157.03,0
10301,2023-06-30,44301.99,5,1087.31,0
10301,2023-07-31,43660.69,10,1062.17,0
10301,2023-08-31,42958.43,0,1117.04,0
10301,2023-09-30,42255.09,30,1111.45,0
10301,2023-10-31,41563.37,45,1093.14,0
10301,2023-11-30,40801.88,0,1156.34,0
10303,2021-02-28,40494.82,0,776.69,0
10303,2021-03-31,40138.18,0,724.47,0
10303,2021-04-30,39738.5,30,764.26,0
10303,2021-05-31,39314.0,15,785.46,0
10303,2021-06-30,38912.87,15,758.23,0
10303,2021-07-31,38541.14,0,725.19,0
10303,2021-08-31,38104.22,0,787.01,0
10303,2021-09-30,37698.37,15,751.96,0
10303,2021-10-31,37265.47,5,775.33,0
10303,2021-11-30,36880.42,0,723.54,0
10303,2021-12-31,36453.13,5,762.29,0
10303,2022-01-31,36003.47,0,780.77,0
10303,2022-02-28,35578.28,0,752.23,0
10303,2022-03-31,35167.45,30,733.99,0
10303,2022-04-30,34764.99,0,721.9,0
10303,2022-05-31,34346.24,30,734.53,0
10303,2022-06-30,33919.27,10,738.95,0
10303,2022-07-31,33461.79,10,765.58,0
10303,2022-08-31,33040.0,0,725.74,0
10303,2022-09-30,32619.81,0,720.3,0
10303,2022-10-31,32174.75,15,741.36,0
10303,2022-11-30,31720.27,15,746.73,0
10303,2022-12-31,31248.94,45,759.46,0
10303,2023-01-31,30767.39,15,765.39,0
10303,2023-02-28,30267.84,0,779.02,0
10303,2023-03-31,29808.76,15,734.01,0
10303,2023-04-30,29327.55,15,751.98,0
10303,2023-05-31,28854.15,5,739.79,0
10303,2023-06-30,28403.79,0,712.45,0
10303,2023-07-31,27906.0,15,755.79,0
10303,2023-08-31,27385.97,0,773.51,0
10303,2023-09-30,26919.66,0,715.07,0
10303,2023-10-31,26451.58,10,712.6,0
10303,2023-11-30,25924.93,10,766.92,0
10305,2021-02-28,43495.55,0,994.3,0
10305,2021-03-31,43160.63,30,1019.97,0
10305,2021-04-30,42791.15,30,1049.26,0
10305,2021-05-31,42486.68,0,978.44,0
10305,2021-06-30,42177.59,0,978.25,0
10305,2021-07-31,41869.63,45,972.26,0
10305,2021-08-31,41502.84,45,1026.23,0
10305,2021-09-30,41167.5,0,989.01,0
10305,2021-10-31,40763.09,30,1052.8,0
10305,2021-11-30,40379.81,30,1025.3,0
10305,2021-12-31,40025.35,0,990.44,0
10305,2022-01-31,39687.21,15,968.54,0
10305,2022-02-28,39299.3,5,1012.99,0
10305,2022-03-31,38935.1,5,983.16,0
10305,2022-04-30,38503.88,0,1044.45,0
10305,2022-05-31,38112.44,0,997.87,0
10305,2022-06-30,37729.77,15,982.94,0
10305,2022-07-31,37311.38,5,1012.64,0
10305,2022-08-31,36931.72,30,967.31,0
10305,2022-09-30,36503.47,45,1009.93,0
10305,2022-10-31,36119.21,45,959.19,0
10305,2022-11-30,35673.6,15,1014.48,0
10305,2022-12-31,35228.68,5,1006.78,0
10305,2023-01-31,34777.71,15,1005.83,0
10305,2023-02-28,34303.21,0,1022.24,0
10305,2023-03-31,33885.47,0,958.02,0
10305,2023-04-30,33419.46,0,999.71,0
10305,2023-05-31,32947.68,0,998.13,0
10305,2023-06-30,32466.9,5,999.71,0
10305,2023-07-31,31926.33,5,1051.92,0
10305,2023-08-31,31461.63,0,967.54,0
10305,2023-09-30,30934.29,30,1022.86,0
10305,2023-10-31,30427.6,30,993.91,0
10305,2023-11-30,29901.9,5,1004.93,0
10306,2021-05-31,50590.59,0,4815.81,0
10306,2021-06-30,46408.41,0,5118.11,0
10306,2021-07-31,42494.56,0,4772.4,0
10306,2021-08-31,38302.37,15,4978.34,0
10306,2021-09-30,33903.58,0,5107.38,0
10306,2021-10-31,29697.45,10,4833.35,0
10306,2021-11-30,25125.09,0,5121.76,0
10306,2021-12-31,20769.39,0,4820.52,0
10306,2022-01-31,16017.73,45,5135.89,0
10306,2022-02-28,11342.88,0,4971.18,0
10306,2022-03-31,6473.98,0,5078.74,0
10306,2022-04-30,1398.94,0,5194.81,0
10307,2021-11-30,176018.98,10,3167.27,0
10307,2021-12-31,174317.51,0,3373.65,0
10307,2022-01-31,172829.48,15,3144.05,0
10307,2022-02-28,171174.41,0,3296.95,0
10307,2022-03-31,169408.66,5,3391.9,0
10307,2022-04-30,167707.13,0,3310.92,0
10307,2022-05-31,166145.2,10,3155.14,0
10307,2022-06-30,164582.57,0,3141.01,0
10307,2022-07-31,162972.55,45,3173.56,0
10307,2022-08-31,161301.96,0,3218.83,0
10307,2022-09-30,159691.08,15,3143.25,0
10307,2022-10-31,157857.06,15,3351.08,0
10307,2022-11-30,156149.06,45,3207.64,0
10307,2022-12-31,154236.4,30,3396.08,0
10307,2023-01-31,152336.02,0,3365.62,0
10307,2023-02-28,150396.02,15,3387.2,0
10307,2023-03-31,148637.49,0,3187.29,0
10307,2023-04-30,146771.38,30,3278.16,0
10307,2023-05-31,144969.65,0,3196.06,0
10307,2023-06-30,143171.79,30,3175.07,0
10307,2023-07-31,141242.92,10,3289.01,0
10307,2023-08-31,139227.07,45,3357.65,0
10307,2023-09-30,137427.81,15,3121.92,0
10307,2023-10-31,135552.18,30,3181.2,0
10307,2023-11-30,133681.71,0,3158.21,0
10309,2023-06-30,25170.01,45,816.12,0
10309,2023-07-31,24800.3,0,749.36,0
10309,2023-08-31,24401.6,0,772.77,0
10309,2023-09-30,23955.01,0,814.65,0
10309,2023-10-31,23546.26,10,770.07,0
10309,2023-11-30,23102.56,45,798.86,0
10311,2022-10-31,69623.52,45,3277.09,0
10311,2022-11-30,67295.95,5,3296.5,0
10311,2022-12-31,64852.15,30,3380.33,0
10311,2023-01-31,62528.85,10,3225.83,0
10311,2023-02-28,60181.33,10,3217.71,0
10311,2023-03-31,57788.36,45,3230.49,0
10311,2023-04-30,55278.81,0,3313.77,0
10311,2023-05-31,52628.78,0,3419.33,0
10311,2023-06-30,49956.72,10,3404.48,0
10311,2023-07-31,47502.21,5,3149.74,0
10311,2023-08-31,44742.98,0,3420.3,0
10311,2023-09-30,42203.67,15,3161.99,0
10311,2023-10-31,39523.48,0,3267.52,0
10311,2023-11-30,36690.63,0,3382.88,0
10312,2022-05-31,91363.13,10,2772.49,0
10312,2022-06-30,90187.38,45,2690.85,0
10312,2022-07-31,88798.19,30,2884.8,0
10312,2022-08-31,87407.28,0,2863.48,0
10312,2022-09-30,85986.31,30,2870.47,0
10312,2022-10-31,84618.35,5,2793.9,0
10312,2022-11-30,84878.14,75,1143.47,0
10312,2022-12-31,84417.81,75,1867.89,0
10312,2023-01-31,85129.24,120,688.5,1
10312,2023-02-28,86423.31,120,117.65,1
10312,2023-03-31,87443.26,120,413.24,1
10312,2023-04-30,88682.24,135,211.12,1
10312,2023-05-31,90010.2,150,142.69,1
10312,2023-06-30,90879.55,105,623.32,1
10312,2023-07-31,91929.88,105,456.75,1
10312,2023-08-31,93270.88,150,183.51,1
10312,2023-09-30,94554.48,95,263.14,1
10312,2023-10-31,95301.98,150,820.53,1
10312,2023-11-30,96162.01,180,720.39,1
10314,2023-06-30,41110.18,45,1275.16,0
10314,2023-07-31,40290.24,45,1296.13,0
10314,2023-08-31,39492.44,10,1264.5,0
10314,2023-09-30,38723.68,30,1226.21,0
10314,2023-10-31,37904.62,0,1267.61,0
10314,2023-11-30,37051.38,10,1292.31,0
10315,2022-12-31,38710.12,0,741.78,0
10315,2023-01-31,38366.69,30,691.82,0
10315,2023-02-28,38004.68,0,707.31,0
10315,2023-03-31,37656.77,0,689.95,0
10315,2023-04-30,37285.67,10,710.01,0
10315,2023-05-31,36937.42,0,683.83,0
10315,2023-06-30,36569.32,0,700.53,0
10315,2023-07-31,36188.73,0,709.72,0
10315,2023-08-31,35799.15,0,715.27,0
10315,2023-09-30,35401.38,0,719.97,0
10315,2023-10-31,35019.29,0,700.7,0
10315,2023-11-30,34615.97,0,718.49,0
10316,2022-09-30,151671.35,0,2762.44,0
10316,2022-10-31,149686.93,0,2907.09,0
10316,2022-11-30,147770.51,0,2827.01,0
10316,2022-12-31,145902.49,0,2766.96,0
10316,2023-01-31,143850.01,0,2940.06,0
10316,2023-02-28,141813.8,30,2911.29,0
10316,2023-03-31,139726.53,0,2949.97,0
10316,2023-04-30,137708.28,5,2868.26,0
10316,2023-05-31,135766.1,15,2779.9,0
10316,2023-06-30,133839.51,0,2752.5,0
10316,2023-07-31,131793.57,45,2860.13,0
10316,2023-08-31,129645.84,30,2949.48,0
10316,2023-09-30,127584.69,0,2849.83,0
10316,2023-10-31,125439.27,30,2921.56,0
10316,2023-11-30,123436.28,10,2766.07,0
10319,2022-09-30,44284.15,0,1068.38,0
10319,2022-10-31,43777.28,30,1053.04,0
10319,2022-11-30,43241.11,0,1076.09,0
10319,2022-12-31,42719.54,0,1054.88,0
10319,2023-01-31,42225.04,10,1021.38,0
10319,2023-02-28,41715.95,10,1029.86,0
10319,2023-03-31,41162.66,10,1067.79,0
10319,2023-04-30,40638.36,5,1031.97,0
10319,2023-05-31,40138.02,30,1001.55,0
10319,2023-06-30,39612.99,0,1020.06,0
10319,2023-07-31,39073.21,0,1028.34,0
10319,2023-08-31,38569.86,0,985.26,0
10319,2023-09-30,37993.86,0,1051.69,0
10319,2023-10-31,37475.89,45,986.56,0
10319,2023-11-30,36921.19,15,1016.9,0
10320,2023-07-31,35431.45,0,3517.72,0
10320,2023-08-31,32194.94,5,3649.87,0
10320,2023-09-30,29097.19,45,3473.36,0
10320,2023-10-31,25745.99,30,3690.67,0
10320,2023-11-30,22619.73,45,3426.63,0
10323,2022-10-31,58454.3,0,1068.65,0
10323,2022-11-30,58297.37,0,1077.59,0
10323,2022-12-31,58136.5,0,1079.05,0
10323,2023-01-31,58012.52,15,1039.63,0
10323,2023-02-28,57822.88,0,1103.34,0
10323,2023-03-31,57653.3,0,1080.29,0
10323,2023-04-30,57511.7,0,1049.64,0
10323,2023-05-31,57296.18,0,1121.32,0
10323,2023-06-30,57176.61,30,1021.99,0
10323,2023-07-31,56978.53,0,1098.61,0
10323,2023-08-31,56814.37,10,1061.57,0
10323,2023-09-30,57106.21,30,602.99,0
10323,2023-10-31,57526.74,60,478.89,0
10323,2023-11-30,58329.25,135,103.54,1
10325,2022-10-31,53922.98,30,5415.52,0
10325,2022-11-30,49191.98,0,5503.9,0
10325,2022-12-31,44289.59,0,5607.47,0
10325,2023-01-31,39484.67,0,5439.74,0
10325,2023-02-28,35807.25,65,4243.37,0
10325,2023-03-31,33875.81,45,2444.67,0
10325,2023-04-30,34061.71,90,299.66,1
10325,2023-05-31,33901.1,150,648.82,1
10325,2023-06-30,33629.62,180,757.4,1
10325,2023-07-31,32671.23,105,1440.41,1
10325,2023-08-31,32238.72,90,900.8,1
10325,2023-09-30,32230.76,105,470.05,1
10326,2021-03-31,88562.99,5,8823.48,0
10326,2021-04-30,81134.87,45,8520.39,0
10326,2021-05-31,73249.46,0,8886.08,0
10326,2021-06-30,64971.76,45,9181.11,0
10326,2021-07-31,56652.61,0,9120.47,0
10326,2021-08-31,48456.43,15,8894.89,0
10326,2021-09-30,40344.12,45,8709.94,0
10326,2021-10-31,32387.58,30,8454.12,0
10326,2021-11-30,23995.45,5,8791.57,0
10326,2021-12-31,15250.77,0,9040.63,0
10326,2022-01-31,6743.74,5,8695.12,0
10326,2022-02-28,0.0,30,8585.04,0
10327,2022-07-31,27282.12,0,520.38,0
10327,2022-08-31,27071.08,0,511.14,0
10327,2022-09-30,26883.02,30,485.85,0
10327,2022-10-31,26692.47,0,486.26,0
10327,2022-11-30,26501.93,30,484.16,0
10327,2022-12-31,26283.42,0,510.03,0
10327,2023-01-31,26087.75,10,484.78,0
10327,2023-02-28,25853.28,30,521.44,0
10327,2023-03-31,25608.65,30,529.02,0
10327,2023-04-30,25392.91,10,497.43,0
10327,2023-05-31,25170.4,0,501.83,0
10327,2023-06-30,24932.44,5,514.84,0
10327,2023-07-31,24680.48,0,526.21,0
10327,2023-08-31,24427.93,0,524.04,0
10327,2023-09-30,24214.78,5,481.86,0
10327,2023-10-31,23993.66,5,487.48,0
10327,2023-11-30,23740.59,5,517.0,0
10328,2023-07-31,80037.28,0,2404.83,0
10328,2023-08-31,78267.38,0,2496.9,0
10328,2023-09-30,76411.82,45,2566.49,0
10328,2023-10-31,74679.71,30,2426.19,0
10328,2023-11-30,72768.97,15,2589.08,0
10329,2022-06-30,128013.96,30,2274.69,0
10329,2022-07-31,127625.02,0,2373.16,0
10329,2022-08-31,127327.47,0,2275.73,0
10329,2022-09-30,127796.01,75,1505.04,0
10329,2022-10-31,128494.8,45,1282.05,0
10329,2022-11-30,130408.88,180,77.59,1
10329,2022-12-31,131786.32,120,643.9,1
10329,2023-01-31,133353.95,120,475.05,1
10329,2023-02-28,135035.66,90,385.28,1
10329,2023-03-31,136864.56,150,264.15,1
10329,2023-04-30,138890.8,165,95.16,1
10329,2023-05-31,140544.35,95,499.26,1
10329,2023-06-30,142148.63,165,574.16,1
10329,2023-07-31,144263.15,135,88.78,1
10329,2023-08-31,146150.24,135,348.99,1
10329,2023-09-30,148073.44,90,342.13,1
10329,2023-10-31,150121.66,150,246.92,1
10329,2023-11-30,151891.54,180,557.0,1
10331,2021-11-30,40208.33,60,716.92,0
10331,2021-12-31,40257.57,30,372.95,0
10331,2022-01-31,40544.5,135,135.77,1
10331,2022-02-28,40918.69,120,51.53,1
10331,2022-03-31,41092.29,150,256.05,1
10331,2022-04-30,41345.91,95,177.84,1
10331,2022-05-31,41668.02,95,112.03,1
10331,2022-06-30,41931.85,105,173.68,1
10331,2022-07-31,42294.31,90,77.83,1
10331,2022-08-31,42394.96,95,343.44,1
10331,2022-09-30,42820.06,120,20.04,1
10331,2022-10-31,42948.38,120,321.29,1
10331,2022-11-30,43209.5,165,189.84,1
10331,2022-12-31,43433.42,95,229.78,1
10331,2023-01-31,43777.13,120,112.34,1
10331,2023-02-28,43877.9,165,358.89,1
10331,2023-03-31,44233.98,95,104.64,1
10331,2023-04-30,44479.82,105,218.62,1
10331,2023-05-31,44578.04,90,368.81,1
10331,2023-06-30,44719.0,180,327.11,1
10331,2023-07-31,44989.44,150,199.11,1
10331,2023-08-31,45094.15,90,367.68,1
10331,2023-09-30,45307.26,95,260.38,1
10331,2023-10-31,45705.51,95,77.48,1
10331,2023-11-30,46034.84,90,150.58,1
10332,2021-05-31,23295.63,0,2273.97,0
10332,2021-06-30,21267.13,0,2370.17,0
10332,2021-07-31,19249.59,30,2329.46,0
10332,2021-08-31,17328.61,0,2203.3,0
10332,2021-09-30,15185.58,45,2397.19,0
10332,2021-10-31,13145.24,0,2263.06,0
10332,2021-11-30,10913.22,0,2424.82,0
10332,2021-12-31,8658.36,10,2414.92,0
10332,2022-01-31,6373.59,10,2411.76,0
10332,2022-02-28,4085.2,15,2381.87,0
10332,2022-03-31,1899.65,10,2245.46,0
10332,2022-04-30,0.0,10,2317.54,0
10333,2022-11-30,45326.78,5,4383.72,0
10333,2022-12-31,41442.52,0,4541.5,0
10333,2023-01-31,37758.01,10,4285.42,0
10333,2023-02-28,33602.98,0,4702.53,0
10333,2023-03-31,29410.5,30,4679.72,0
10333,2023-04-30,25398.84,0,4438.11,0
10333,2023-05-31,21268.53,45,4498.59,0
10333,2023-06-30,17100.48,0,4476.45,0
10333,2023-07-31,12685.1,45,4663.34,0
10333,2023-08-31,8292.65,0,4576.38,0
10333,2023-09-30,4020.89,0,4392.0,0
10333,2023-10-31,0.0,5,4467.79,0
10336,2022-02-28,62493.22,30,1519.65,0
10336,2022-03-31,61691.58,0,1405.74,0
10336,2022-04-30,60894.64,0,1393.29,0
10336,2022-05-31,59975.07,0,1508.22,0
10336,2022-06-30,59044.28,45,1510.55,0
10336,2022-07-31,58108.11,0,1506.93,0
10336,2022-08-31,57215.31,0,1454.51,0
10336,2022-09-30,56292.26,15,1476.13,0
10336,2022-10-31,55374.3,10,1462.12,0
10336,2022-11-30,54519.22,10,1390.36,0
10336,2022-12-31,53579.4,0,1466.84,0
10336,2023-01-31,52715.09,15,1382.25,0
10336,2023-02-28,51797.18,0,1427.49,0
10336,2023-03-31,50782.15,30,1515.73,0
10336,2023-04-30,49848.6,0,1424.45,0
10336,2023-05-31,48813.65,0,1516.82,0
10336,2023-06-30,47868.9,10,1416.61,0
10336,2023-07-31,46905.67,30,1425.97,0
10336,2023-08-31,45887.52,0,1471.57,0
10336,2023-09-30,44840.17,0,1490.93,0
10336,2023-10-31,43820.5,0,1453.12,0
10336,2023-11-30,42735.67,5,1508.43,0
10337,2023-01-31,47947.0,0,1424.58,0
10337,2023-02-28,46754.89,30,1555.71,0
10337,2023-03-31,45630.97,30,1478.48,0
10337,2023-04-30,44526.26,0,1450.74,0
10337,2023-05-31,44403.54,30,460.38,0
10337,2023-06-30,44238.31,30,501.96,0
10337,2023-07-31,44496.59,90,77.19,1
10337,2023-08-31,44822.61,165,11.41,1
10337,2023-09-30,45011.67,95,150.85,1
10337,2023-10-31,45332.85,135,20.16,1
10337,2023-11-30,45365.7,120,310.92,1
10338,2022-12-31,38401.58,5,3961.09,0
10338,2023-01-31,35273.54,0,3832.07,0
10338,2023-02-28,31936.62,10,3983.6,0
10338,2023-03-31,28897.3,30,3624.82,0
10338,2023-04-30,25753.32,0,3673.77,0
10338,2023-05-31,22491.0,0,3734.46,0
10338,2023-06-30,18979.78,0,3923.55,0
10338,2023-07-31,15367.45,0,3960.3,0
10338,2023-08-31,11790.8,45,3858.38,0
10338,2023-09-30,8238.16,0,3768.81,0
10338,2023-10-31,4512.61,0,3876.58,0
10338,2023-11-30,903.69,0,3691.65,0
10339,2021-03-31,86717.99,0,8613.99,0
10339,2021-04-30,79773.04,45,8267.39,0
10339,2021-05-31,72783.3,0,8206.28,0
10339,2021-06-30,65070.47,30,8822.78,0
10339,2021-07-31,57425.42,15,8637.37,0
10339,2021-08-31,49838.06,30,8463.1,0
10339,2021-09-30,42044.62,0,8553.47,0
10339,2021-10-31,33684.33,0,9001.47,0
10339,2021-11-30,25689.58,0,8508.44,0
10339,2021-12-31,17815.15,0,8266.19,0
10339,2022-01-31,9510.67,0,8576.17,0
10339,2022-02-28,920.77,0,8734.93,0
10340,2022-03-31,229010.0,45,4401.0,0
10340,2022-04-30,227103.45,15,4196.65,0
10340,2022-05-31,225333.26,5,4041.22,0
10340,2022-06-30,226212.81,45,1373.79,0
10340,2022-07-31,226602.43,35,1872.51,0
10340,2022-08-31,228068.8,120,799.65,1
10340,2022-09-30,229606.95,95,742.54,1
10340,2022-10-31,231097.39,135,805.63,1
10340,2022-11-30,232496.66,95,911.7,1
10340,2022-12-31,234797.44,120,24.19,1
10340,2023-01-31,237011.84,150,133.57,1
10340,2023-02-28,238925.04,180,456.92,1
10340,2023-03-31,241117.46,180,196.83,1
10340,2023-04-30,243432.9,150,95.74,1
10340,2023-05-31,245052.52,135,814.7,1
10340,2023-06-30,246466.72,105,1036.33,1
10340,2023-07-31,247974.76,150,956.63,1
10340,2023-08-31,249416.0,150,1038.5,1
10340,2023-09-30,251063.82,165,846.34,1
10340,2023-10-31,252639.8,105,934.66,1
10340,2023-11-30,254820.76,90,345.44,1
10341,2022-05-31,37274.04,5,667.49,0
10341,2022-06-30,36942.97,0,669.65,0
10341,2022-07-31,36603.75,0,674.78,0
10341,2022-08-31,36214.14,10,722.1,0
10341,2022-09-30,35820.09,0,722.99,0
10341,2022-10-31,35435.8,5,709.66,0
10341,2022-11-30,35059.44,0,698.23,0
10341,2022-12-31,34687.18,5,690.72,0
10341,2023-01-31,34280.48,15,721.77,0
10341,2023-02-28,33889.04,15,702.82,0
10341,2023-03-31,33476.88,15,719.99,0
10341,2023-04-30,33104.27,5,676.69,0
10341,2023-05-31,32727.1,0,677.87,0
10341,2023-06-30,32310.58,15,713.79,0
10341,2023-07-31,31938.87,30,665.2,0
10341,2023-08-31,31508.91,0,720.07,0
10341,2023-09-30,31105.26,0,689.85,0
10341,2023-10-31,30669.07,45,718.73,0
10341,2023-11-30,30269.57,0,678.08,0
10343,2022-09-30,21399.85,0,2123.02,0
10343,2022-10-31,19544.03,0,2153.63,0
10343,2022-11-30,17688.42,30,2127.6,0
10343,2022-12-31,15708.57,0,2226.01,0
10343,2023-01-31,13759.66,0,2167.52,0
10343,2023-02-28,11877.37,0,2073.78,0
10343,2023-03-31,9828.88,0,2213.79,0
10343,2023-04-30,7882.8,0,2082.86,0
10343,2023-05-31,5893.14,30,2099.36,0
10343,2023-06-30,3933.11,0,2042.05,0
10343,2023-07-31,1776.11,45,2211.73,0
10343,2023-08-31,0.0,45,2081.18,0
10344,2021-12-31,73677.82,10,1413.68,0
10344,2022-01-31,73366.45,45,1398.12,0
10344,2022-02-28,73140.63,0,1307.97,0
10344,2022-03-31,72826.25,0,1393.21,0
10344,2022-04-30,72487.73,30,1412.7,0
10344,2022-05-31,72257.45,0,1299.48,0
10344,2022-06-30,71922.46,30,1400.79,0
10344,2022-07-31,71620.21,30,1363.1,0
10344,2022-08-31,71296.99,15,1379.62,0
10344,2022-09-30,70992.92,0,1355.7,0
10344,2022-10-31,70656.57,5,1383.5,0
10344,2022-11-30,70405.29,10,1293.46,0
10344,2022-12-31,70051.46,0,1392.31,0
10344,2023-01-31,69791.36,45,1293.36,0
10344,2023-02-28,69470.18,0,1350.6,0
10344,2023-03-31,69185.56,0,1309.31,0
10344,2023-04-30,68805.48,15,1400.56,0
10344,2023-05-31,68488.97,30,1331.39,0
10344,2023-06-30,68148.75,30,1350.44,0
10344,2023-07-31,67806.94,0,1347.0,0
10344,2023-08-31,67413.45,10,1393.64,0
10344,2023-09-30,67053.69,5,1354.11,0
10344,2023-10-31,66646.86,30,1395.87,0
10344,2023-11-30,66331.09,0,1298.81,0
10345,2022-06-30,50480.49,0,1581.72,0
10345,2022-07-31,49387.6,45,1643.97,0
10345,2022-08-31,48420.05,0,1506.69,0
10345,2022-09-30,47446.93,30,1501.71,0
10345,2022-10-31,46445.32,0,1519.57,0
10345,2022-11-30,45356.53,15,1595.82,0
10345,2022-12-31,44293.95,0,1557.72,0
10345,2023-01-31,43152.66,0,1624.84,0
10345,2023-02-28,42117.49,45,1506.25,0
10345,2023-03-31,41051.43,45,1525.84,0
10345,2023-04-30,39957.44,0,1542.14,0
10345,2023-05-31,38800.09,15,1593.55,0
10345,2023-06-30,37620.91,5,1602.75,0
10345,2023-07-31,36517.12,0,1514.48,0
10345,2023-08-31,35272.32,0,1643.45,0
10345,2023-09-30,34108.77,15,1548.6,0
10345,2023-10-31,32873.97,0,1607.16,0
10345,2023-11-30,31655.42,0,1577.42,0
10348,2022-05-31,83086.25,0,2683.98,0
10348,2022-06-30,81261.16,5,2676.72,0
10348,2022-07-31,79526.88,0,2567.21,0
10348,2022-08-31,77724.88,0,2617.15,0
10348,2022-09-30,75990.22,0,2531.34,0
10348,2022-10-31,74125.7,30,2643.42,0
10348,2022-11-30,72340.85,5,2544.63,0
10348,2022-12-31,70398.92,10,2683.43,0
10348,2023-01-31,68599.66,15,2520.85,0
10348,2023-02-28,66834.5,15,2468.3,0
10348,2023-03-31,64985.45,0,2534.11,0
10348,2023-04-30,63137.53,0,2514.02,0
10348,2023-05-31,61188.37,5,2596.32,0
10348,2023-06-30,59298.25,0,2517.3,0
10348,2023-07-31,57243.62,30,2662.44,0
10348,2023-08-31,55303.29,0,2527.07,0
10348,2023-09-30,53222.29,0,2647.86,0
10348,2023-10-31,51153.3,45,2614.52,0
10348,2023-11-30,48957.31,30,2720.31,0
